item,participante,prime,SOA,tempo,resposta
item_27,S_13,nrelacionado,longo,781.3487644,correct
item_28,S_13,nrelacionado,longo,680.0359389,correct
item_29,S_13,nrelacionado,longo,808.3985315,correct
item_30,S_13,nrelacionado,longo,683.968908,correct
item_16,S_14,nrelacionado,longo,768.1391352,correct
item_17,S_14,nrelacionado,longo,810.1477608,correct
item_18,S_14,nrelacionado,longo,509.9032356,correct
item_19,S_14,nrelacionado,longo,825.9107979,correct
item_20,S_14,nrelacionado,longo,807.835227,correct
item_21,S_14,nrelacionado,longo,648.7212448,correct
item_22,S_14,nrelacionado,longo,767.2210389,correct
item_23,S_14,nrelacionado,longo,949.901002,correct
item_24,S_14,nrelacionado,longo,446.3413096,correct
item_25,S_14,nrelacionado,longo,909.46086,correct
item_26,S_14,nrelacionado,longo,833.7734897,correct
item_27,S_14,nrelacionado,longo,726.6288696,correct
item_28,S_14,nrelacionado,longo,698.1482693,correct
item_29,S_14,nrelacionado,longo,635.2687478,correct
item_30,S_14,nrelacionado,longo,961.0456108,correct
item_16,S_15,nrelacionado,longo,643.209989,correct
item_17,S_15,nrelacionado,longo,963.2427188,correct
item_18,S_15,nrelacionado,longo,795.1567646,correct
item_19,S_15,nrelacionado,longo,802.1257273,correct
item_20,S_15,nrelacionado,longo,126.1284703,correct
item_21,S_15,nrelacionado,longo,966.4571473,correct
item_22,S_15,nrelacionado,longo,622.5177153,correct
item_23,S_15,nrelacionado,longo,889.8813566,correct
item_24,S_15,nrelacionado,longo,671.6620149,correct
item_25,S_15,nrelacionado,longo,598.6907459,correct
item_26,S_15,nrelacionado,longo,842.8378432,correct
item_27,S_15,nrelacionado,longo,605.4760298,correct
item_28,S_15,nrelacionado,longo,828.8160847,correct
item_29,S_15,nrelacionado,longo,808.514771,correct
item_30,S_15,nrelacionado,longo,686.9600752,correct
item_01,S_16,nrelacionado,longo,799.548163,correct
item_02,S_16,nrelacionado,longo,909.5511053,correct
item_03,S_16,nrelacionado,longo,814.0446624,correct
item_04,S_16,nrelacionado,longo,456.0569927,correct
item_05,S_16,nrelacionado,longo,833.5293173,correct
item_06,S_16,nrelacionado,longo,795.5071736,correct
item_07,S_16,nrelacionado,longo,934.5882424,correct
item_08,S_16,nrelacionado,longo,963.7078245,correct
item_09,S_16,nrelacionado,longo,610.3089567,correct
item_10,S_16,nrelacionado,longo,739.7242784,correct
item_11,S_16,nrelacionado,longo,633.6053089,correct
item_12,S_16,nrelacionado,longo,712.1911279,correct
item_13,S_16,nrelacionado,longo,896.0096471,correct
item_14,S_16,nrelacionado,longo,700.528425,correct
item_15,S_16,nrelacionado,longo,653.6756066,correct
item_01,S_17,nrelacionado,longo,916.3484486,correct
item_02,S_17,nrelacionado,longo,449.5961359,correct
item_03,S_17,nrelacionado,longo,702.8178583,correct
item_04,S_17,nrelacionado,longo,543.6142854,correct
item_05,S_17,nrelacionado,longo,538.9648317,correct
item_06,S_17,nrelacionado,longo,567.50482,correct
item_07,S_17,nrelacionado,longo,589.5649971,correct
item_08,S_17,nrelacionado,longo,582.309951,correct
item_09,S_17,nrelacionado,longo,739.4937353,correct
item_10,S_17,nrelacionado,longo,922.1220139,correct
item_11,S_17,nrelacionado,longo,533.1959934,correct
item_12,S_17,nrelacionado,longo,524.5508389,correct
item_13,S_17,nrelacionado,longo,495.4128668,correct
item_14,S_17,nrelacionado,longo,452.021936,correct
item_15,S_17,nrelacionado,longo,545.013148,correct
item_01,S_18,nrelacionado,longo,559.2597686,correct
item_02,S_18,nrelacionado,longo,492.583985,correct
item_03,S_18,nrelacionado,longo,684.8224591,correct
item_04,S_18,nrelacionado,longo,540.1865158,correct
item_05,S_18,nrelacionado,longo,654.1570835,correct
item_06,S_18,nrelacionado,longo,501.4103364,correct
item_07,S_18,nrelacionado,longo,553.9941781,correct
item_08,S_18,nrelacionado,longo,620.3994561,correct
item_09,S_18,nrelacionado,longo,541.2592549,correct
item_10,S_18,nrelacionado,longo,519.1608884,correct
item_11,S_18,nrelacionado,longo,606.8685729,correct
item_12,S_18,nrelacionado,longo,411.9556173,correct
item_13,S_18,nrelacionado,longo,678.5143543,correct
item_14,S_18,nrelacionado,longo,606.864694,correct
item_15,S_18,nrelacionado,longo,675.1257413,correct
item_01,S_19,nrelacionado,longo,412.0330633,correct
item_02,S_19,nrelacionado,longo,400.3250786,correct
item_03,S_19,nrelacionado,longo,655.7894375,correct
item_04,S_19,nrelacionado,longo,597.7453244,correct
item_05,S_19,nrelacionado,longo,542.928456,correct
item_06,S_19,nrelacionado,longo,762.6945902,correct
item_07,S_19,nrelacionado,longo,672.4030373,correct
item_08,S_19,nrelacionado,longo,480.4984893,correct
item_09,S_19,nrelacionado,longo,751.5890776,correct
item_10,S_19,nrelacionado,longo,558.7777339,correct
item_11,S_19,nrelacionado,longo,598.9223828,correct
item_12,S_19,nrelacionado,longo,1720.266915,correct
item_13,S_19,nrelacionado,longo,695.5830302,correct
item_14,S_19,nrelacionado,longo,516.1755838,correct
item_15,S_19,nrelacionado,longo,497.7980227,correct
item_01,S_20,nrelacionado,longo,738.8200711,correct
item_02,S_20,nrelacionado,longo,617.5407473,correct
item_03,S_20,nrelacionado,longo,669.5544288,correct
item_04,S_20,nrelacionado,longo,546.1772739,correct
item_05,S_20,nrelacionado,longo,564.6226575,correct
item_06,S_20,nrelacionado,longo,736.3769873,correct
item_07,S_20,nrelacionado,longo,388.5285814,correct
item_08,S_20,nrelacionado,longo,529.5043761,correct
item_09,S_20,nrelacionado,longo,755.1518751,correct
item_10,S_20,nrelacionado,longo,505.6207393,correct
item_11,S_20,nrelacionado,longo,755.0960776,correct
item_12,S_20,nrelacionado,longo,504.1357308,correct
item_13,S_20,nrelacionado,longo,458.8742387,correct
item_14,S_20,nrelacionado,longo,398.9852423,correct
item_15,S_20,nrelacionado,longo,506.9725009,correct
