item,participante,prime,SOA,tempo,resposta
item_16,S_13,nrelacionado,longo,736.3055993,correct
item_17,S_13,nrelacionado,longo,842.2715136,correct
item_18,S_13,nrelacionado,longo,670.553971,correct
item_19,S_13,nrelacionado,longo,807.0604439,correct
item_20,S_13,nrelacionado,longo,846.1039866,correct
item_21,S_13,nrelacionado,longo,605.7405753,correct
item_22,S_13,nrelacionado,longo,769.6011563,correct
item_23,S_13,nrelacionado,longo,684.0894284,correct
item_24,S_13,nrelacionado,longo,769.1096571,correct
item_25,S_13,nrelacionado,longo,725.8620912,correct
item_26,S_13,nrelacionado,longo,741.3807305,correct
item_27,S_13,nrelacionado,longo,918.3901456,correct
item_28,S_13,nrelacionado,longo,764.7657414,correct
item_29,S_13,nrelacionado,longo,806.5757205,correct
item_30,S_13,nrelacionado,longo,815.0427069,correct
item_16,S_14,nrelacionado,longo,623.8316025,correct
item_17,S_14,nrelacionado,longo,808.1314054,correct
item_18,S_14,nrelacionado,longo,915.0130591,correct
item_19,S_14,nrelacionado,longo,626.0540395,correct
item_20,S_14,nrelacionado,longo,727.9936996,correct
item_21,S_14,nrelacionado,longo,685.8255177,correct
item_22,S_14,nrelacionado,longo,742.5671488,correct
item_23,S_14,nrelacionado,longo,883.4193055,correct
item_24,S_14,nrelacionado,longo,979.1194517,correct
item_25,S_14,nrelacionado,longo,958.6771556,correct
item_26,S_14,nrelacionado,longo,832.6765794,correct
item_27,S_14,nrelacionado,longo,1032.40648,correct
item_28,S_14,nrelacionado,longo,853.3991894,correct
item_29,S_14,nrelacionado,longo,823.7919663,correct
item_30,S_14,nrelacionado,longo,931.377894,correct
item_16,S_15,nrelacionado,longo,471.322038,correct
item_17,S_15,nrelacionado,longo,693.9009684,correct
item_18,S_15,nrelacionado,longo,741.349925,correct
item_19,S_15,nrelacionado,longo,621.7600434,correct
item_20,S_15,nrelacionado,longo,589.0558151,correct
item_21,S_15,nrelacionado,longo,760.9382424,correct
item_22,S_15,nrelacionado,longo,679.9535238,correct
item_23,S_15,nrelacionado,longo,743.1133855,correct
item_24,S_15,nrelacionado,longo,840.0944441,correct
item_25,S_15,nrelacionado,longo,831.690858,correct
item_26,S_15,nrelacionado,longo,767.7305867,correct
item_27,S_15,nrelacionado,longo,761.1158283,correct
item_28,S_15,nrelacionado,longo,892.6658006,correct
item_29,S_15,nrelacionado,longo,780.5545114,correct
item_30,S_15,nrelacionado,longo,781.8420912,correct
item_01,S_16,nrelacionado,longo,402.4254424,correct
item_02,S_16,nrelacionado,longo,734.165889,correct
item_03,S_16,nrelacionado,longo,475.8723449,correct
item_04,S_16,nrelacionado,longo,627.680723,correct
item_05,S_16,nrelacionado,longo,605.7404746,correct
item_06,S_16,nrelacionado,longo,650.8258091,correct
item_07,S_16,nrelacionado,longo,261.9868937,correct
item_08,S_16,nrelacionado,longo,446.4882547,correct
item_09,S_16,nrelacionado,longo,683.9614699,correct
item_10,S_16,nrelacionado,longo,405.7911943,correct
item_11,S_16,nrelacionado,longo,399.2662681,correct
item_12,S_16,nrelacionado,longo,490.7712108,correct
item_13,S_16,nrelacionado,longo,581.7512656,correct
item_14,S_16,nrelacionado,longo,683.140946,correct
item_15,S_16,nrelacionado,longo,524.3227979,correct
item_01,S_17,nrelacionado,longo,736.3136863,correct
item_02,S_17,nrelacionado,longo,590.8593018,correct
item_03,S_17,nrelacionado,longo,713.9151314,correct
item_04,S_17,nrelacionado,longo,546.9838438,correct
item_05,S_17,nrelacionado,longo,692.8409363,correct
item_06,S_17,nrelacionado,longo,589.2671541,correct
item_07,S_17,nrelacionado,longo,562.9495209,correct
item_08,S_17,nrelacionado,longo,636.4191908,correct
item_09,S_17,nrelacionado,longo,736.8635257,correct
item_10,S_17,nrelacionado,longo,816.4441823,correct
item_11,S_17,nrelacionado,longo,744.5507283,correct
item_12,S_17,nrelacionado,longo,556.6107147,correct
item_13,S_17,nrelacionado,longo,626.2206755,correct
item_14,S_17,nrelacionado,longo,684.1678986,correct
item_15,S_17,nrelacionado,longo,508.8348004,correct
item_01,S_18,nrelacionado,longo,557.8589987,correct
item_02,S_18,nrelacionado,longo,732.414598,correct
item_03,S_18,nrelacionado,longo,843.7586924,correct
item_04,S_18,nrelacionado,longo,657.9332478,correct
item_05,S_18,nrelacionado,longo,585.8582468,correct
item_06,S_18,nrelacionado,longo,591.0638839,correct
item_07,S_18,nrelacionado,longo,637.0694952,correct
item_08,S_18,nrelacionado,longo,527.3420698,correct
item_09,S_18,nrelacionado,longo,474.460197,correct
item_10,S_18,nrelacionado,longo,745.0116219,correct
item_11,S_18,nrelacionado,longo,777.8664296,correct
item_12,S_18,nrelacionado,longo,813.2777257,correct
item_13,S_18,nrelacionado,longo,577.3642079,correct
item_14,S_18,nrelacionado,longo,469.4875655,correct
item_15,S_18,nrelacionado,longo,703.7345678,correct
item_01,S_19,nrelacionado,longo,500.7321999,correct
item_02,S_19,nrelacionado,longo,624.805786,correct
item_03,S_19,nrelacionado,longo,688.1453624,correct
item_04,S_19,nrelacionado,longo,429.0988285,correct
item_05,S_19,nrelacionado,longo,705.4682589,correct
item_06,S_19,nrelacionado,longo,527.3763274,correct
item_07,S_19,nrelacionado,longo,537.0285336,correct
item_08,S_19,nrelacionado,longo,645.4836016,correct
item_09,S_19,nrelacionado,longo,571.6326581,correct
item_10,S_19,nrelacionado,longo,716.8891599,correct
item_11,S_19,nrelacionado,longo,423.9270108,correct
item_12,S_19,nrelacionado,longo,552.5389034,correct
item_13,S_19,nrelacionado,longo,553.3037475,correct
item_14,S_19,nrelacionado,longo,536.7501631,correct
item_15,S_19,nrelacionado,longo,566.889613,correct
item_01,S_20,nrelacionado,longo,639.8916908,correct
item_02,S_20,nrelacionado,longo,635.3810867,correct
item_03,S_20,nrelacionado,longo,588.1986752,correct
item_04,S_20,nrelacionado,longo,568.2014848,correct
item_05,S_20,nrelacionado,longo,585.0628264,correct
item_06,S_20,nrelacionado,longo,646.4054115,correct
item_07,S_20,nrelacionado,longo,566.3931111,correct
item_08,S_20,nrelacionado,longo,721.1958899,correct
item_09,S_20,nrelacionado,longo,595.3466157,correct
item_10,S_20,nrelacionado,longo,700.0604962,correct
item_11,S_20,nrelacionado,longo,574.2880256,correct
item_12,S_20,nrelacionado,longo,709.6409321,correct
item_13,S_20,nrelacionado,longo,512.108503,correct
item_14,S_20,nrelacionado,longo,499.047867,correct
item_15,S_20,nrelacionado,longo,581.4248732,correct
